SR_NUMBER,SR_TYPE,SR_SHORT_CODE,CREATED_DEPARTMENT,OWNER_DEPARTMENT,STATUS,ORIGIN,CREATED_DATE,LAST_MODIFIED_DATE,CLOSED_DATE,STREET_ADDRESS,CITY,STATE,ZIP_CODE,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,DUPLICATE,LEGACY_RECORD,LEGACY_SR_NUMBER,PARENT_SR_NUMBER,COMMUNITY_AREA,WARD,ELECTRICAL_DISTRICT,ELECTRICITY_GRID,POLICE_SECTOR,POLICE_DISTRICT,POLICE_BEAT,PRECINCT,SANITATION_DIVISION_DAYS,CREATED_HOUR,CREATED_DAY_OF_WEEK,CREATED_MONTH,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,LOCATION
SR22-00420408,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,3/15/22 10:04,3/15/22 10:52,3/15/22 10:52,1251 S PRAIRIE AVE,,,60605,1251,S,PRAIRIE,AVE,FALSE,FALSE,,,33,3,,Q025,3,1,132,25,,10,3,3,1178132.742,1894547.454,41.86596185,-87.62153778,"(41.86596185353389, -87.6215377778929)"
SR22-00420567,Restaurant Complaint,HFB,Health,Health,Canceled,E-Mail,3/15/22 10:27,3/15/22 10:29,3/15/22 10:29,1251 S PRAIRIE AVE,,,60605,1251,S,PRAIRIE,AVE,FALSE,FALSE,,,33,3,,Q025,3,1,132,25,,10,3,3,1178132.742,1894547.454,41.86596185,-87.62153778,"(41.86596185353389, -87.6215377778929)"
SR22-00426706,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,3/16/22 8:13,3/16/22 9:13,3/16/22 9:13,3705 W 16TH ST,,,60623,3705,W,16TH,ST,FALSE,FALSE,,,29,24,,G026,1,10,1014,34,,8,4,3,1151668.692,1891754.649,41.85885911,-87.71876279,"(41.85885910547108, -87.71876278890909)"
SR22-00427209,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,3/16/22 9:16,3/18/22 12:24,3/18/22 12:24,3705 W 16TH ST,,,60623,3705,W,16TH,ST,FALSE,FALSE,,,29,24,,G026,1,10,1014,34,,9,4,3,1151668.692,1891754.649,41.85885911,-87.71876279,"(41.85885910547108, -87.71876278890909)"
SR22-00427926,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,3/16/22 10:32,3/23/22 11:11,3/23/22 11:11,7601 S CICERO AVE,,,60629,7601,S,CICERO,AVE,FALSE,FALSE,,,65,18,,E039,3,8,833,43,,10,4,3,1145933.374,1855042.958,41.75822732,-87.7407446,"(41.758227324243386, -87.74074459906504)"
SR22-00429243,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,3/16/22 13:06,3/18/22 12:52,3/18/22 12:52,5343 N BROADWAY,,,60640,5343,N,BROADWAY,,FALSE,FALSE,,,77,48,,N009,2,20,2023,12,,13,4,3,1167458.025,1935652.96,41.97899386,-87.65953947,"(41.97899385925494, -87.65953947166)"
SR22-00433985,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,3/17/22 8:45,3/24/22 13:29,3/24/22 13:29,116 S MICHIGAN AVE,,,60603,116,S,MICHIGAN,AVE,FALSE,FALSE,,,32,42,,Q023,1,1,112,33,,8,5,3,1177162.219,1899740.799,41.88023473,-87.62494325,"(41.88023472565652, -87.62494324996173)"
SR22-00441889,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,3/18/22 9:51,3/28/22 12:34,3/28/22 12:34,36 W 95TH ST,,,60620,36,W,95TH,ST,FALSE,FALSE,,,49,21,,P044,3,6,634,45,,9,6,3,1177459.161,1842053.719,41.72192923,-87.62559699,"(41.72192923207187, -87.62559699381758)"
SR22-00444420,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,3/18/22 14:43,4/5/22 8:12,4/5/22 8:12,2237 W 95TH ST,,,60643,2237,W,95TH,ST,FALSE,FALSE,,,72,19,,K045,1,22,2213,2,,14,6,3,1162950.956,1841496.516,41.72071519,-87.67875388,"(41.72071519233917, -87.67875387767498)"
SR22-00456750,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,3/21/22 9:49,3/25/22 10:26,3/25/22 10:26,444 N WABASH AVE,,,60611,444,N,WABASH,AVE,TRUE,FALSE,,SR22-00405621,8,42,,Q021,3,18,1834,25,,9,2,3,1176574.514,1903532.828,41.89065355,-87.6269866,"(41.89065355312553, -87.62698660373398)"
SR22-00459249,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,3/21/22 13:51,3/22/22 12:40,3/22/22 12:40,1623 W DIVISION ST,,,60622,1623,W,DIVISION,ST,FALSE,FALSE,,,24,1,,L020,1,12,1213,10,,13,2,3,1165272.32,1907935.056,41.90298139,-87.66836823,"(41.90298139288358, -87.66836823042482)"
SR22-00467450,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,3/22/22 14:40,3/29/22 10:07,3/29/22 10:07,6849 S WESTERN AVE,,,60636,6849,S,WESTERN,AVE,FALSE,FALSE,,,66,17,,K038,3,8,832,8,,14,3,3,1161668.05,1858972.139,41.76869767,-87.68296912,"(41.768697666928084, -87.6829691145714)"
SR22-00479298,Restaurant Complaint,HFB,Health,Health,Canceled,E-Mail,3/24/22 10:17,3/24/22 10:41,3/24/22 10:41,100 W ONTARIO ST,,,60654,100,W,ONTARIO,ST,FALSE,FALSE,,,8,42,,P021,3,18,1832,39,,10,5,3,1175385.832,1904493.767,41.89331719,-87.6313231,"(41.89331719125354, -87.63132310096313)"
SR22-00480491,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,3/24/22 12:31,4/8/22 11:22,4/8/22 11:22,3435 N CENTRAL AVE,,,60641,3435,N,CENTRAL,AVE,FALSE,FALSE,,,15,36,,C014,3,16,1633,20,,12,5,3,1138539.518,1922441.422,41.94331512,-87.7662116,"(41.94331511892691, -87.76621159691261)"
SR22-00488312,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,3/25/22 14:22,8/24/22 10:24,8/24/22 10:24,104 E OAK ST,,,60611,104,E,OAK,ST,FALSE,FALSE,,,8,42,,Q020,2,18,1824,24,,14,6,3,1176936.642,1907318.198,41.90103261,-87.62554203,"(41.90103260736074, -87.62554202569555)"
SR22-00488489,Restaurant Complaint,HFB,Health,Health,Canceled,Phone Call,3/25/22 14:44,5/3/22 13:08,5/3/22 13:08,1613 W LAWRENCE AVE,,,60640,1613,W,LAWRENCE,AVE,FALSE,FALSE,,,3,47,,L011,1,19,1912,31,,14,6,3,1164629.639,1931916.009,41.96880011,-87.6700474,"(41.968800105176186, -87.67004739451625)"
SR22-00499137,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,3/28/22 8:13,5/4/22 12:47,5/4/22 12:47,2531 W CERMAK RD,,,60608,2531,W,CERMAK,RD,FALSE,FALSE,,,30,28,,J027,3,10,1034,19,,8,2,3,1159833.642,1888796.087,41.85057622,-87.68887341,"(41.85057621502738, -87.68887340667162)"
SR22-00510365,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,3/29/22 15:11,4/8/22 11:37,4/8/22 11:37,2506 N CLYBOURN AVE,,,60614,2506,N,CLYBOURN,AVE,FALSE,FALSE,,,7,32,,L016,3,19,1931,13,,15,3,3,1164180.179,1916648.594,41.92691508,-87.67213311,"(41.926915083546305, -87.67213311107105)"
SR22-00513687,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,3/30/22 8:11,4/5/22 8:10,4/5/22 8:10,2754 N NARRAGANSETT AVE,,,60707,2754,N,NARRAGANSETT,AVE,FALSE,FALSE,,,19,36,,Z116,1,25,2512,10,,8,4,3,1133122.218,1917787.276,41.93064024,-87.78623245,"(41.930640238377464, -87.78623244586893)"
SR22-00516282,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,3/30/22 12:28,4/1/22 14:43,4/1/22 14:43,9553 S JEFFERY AVE,,,60617,9553,S,JEFFERY,AVE,FALSE,FALSE,,,51,7,,V045,3,4,431,39,,12,4,3,1191217.005,1841772.037,41.72083485,-87.57521399,"(41.72083484556228, -87.57521398845542)"
SR22-00517743,Restaurant Complaint,HFB,Health,Health,Completed,HealthProfessionals,3/30/22 14:42,4/8/22 9:46,4/8/22 9:46,118 S WABASH AVE,,,60603,118,S,WABASH,AVE,FALSE,FALSE,,,32,42,,Q023,1,1,112,33,,14,4,3,1176799.884,1899762.668,41.88030294,-87.62627303,"(41.880302936923016, -87.62627302894185)"
SR22-00523047,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,3/31/22 11:00,4/1/22 14:27,4/1/22 14:27,1420 W AUGUSTA BLVD,,,60642,1420,W,AUGUSTA,BLVD,FALSE,FALSE,,,24,2,,M020,1,12,1213,5,,11,5,3,1166637.312,1906809.234,41.89986292,-87.66338666,"(41.89986291890809, -87.66338666314279)"
SR22-00546985,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,4/4/22 15:07,4/8/22 9:59,4/8/22 9:59,2144 W DIVISION ST,,,60622,2144,W,DIVISION,ST,FALSE,FALSE,,,24,2,,K019,2,14,1424,16,,15,2,4,1161697.642,1908042.737,41.90335217,-87.68149569,"(41.903352164779996, -87.68149568745913)"
SR22-00552663,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,4/5/22 12:32,4/15/22 8:56,4/15/22 8:56,118 S CICERO AVE,,,60644,118,S,CICERO,AVE,FALSE,FALSE,,,25,28,,D023,3,15,1533,1,,12,3,4,1144308.399,1898986.137,41.87884462,-87.74559851,"(41.87884462074227, -87.74559851025472)"
SR22-00568484,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,4/7/22 12:41,4/15/22 8:24,4/15/22 8:24,456 N CLARK ST,,,60654,456,N,CLARK,ST,FALSE,FALSE,,,8,42,,P021,3,18,1831,32,,12,5,4,1175294.37,1903497.652,41.89058585,-87.63168892,"(41.890585850260216, -87.63168891926266)"
SR22-00573843,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,4/8/22 8:28,4/15/22 9:31,4/15/22 9:31,6422 W 63RD ST,,,60638,6422,W,63RD,ST,FALSE,FALSE,,,64,13,,Z136,1,8,812,31,,8,6,4,1134573.082,1862297.485,41.77834234,-87.78220955,"(41.77834233961752, -87.78220954698995)"
SR22-00574288,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,4/8/22 9:16,4/15/22 9:38,4/15/22 9:38,40 W LAKE ST,,,60601,40,W,LAKE,ST,FALSE,FALSE,,,32,42,,P022,1,1,111,10,,9,6,4,1176075.783,1901845.551,41.88603482,-87.62886904,"(41.88603482425663, -87.62886903776362)"
SR22-00574446,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,4/8/22 9:29,7/15/22 12:53,7/15/22 12:53,1600 W 13TH ST,,,60608,1600,W,13TH,ST,FALSE,FALSE,,,28,28,,L025,3,12,1233,5,,9,6,4,1165776.54,1894234.547,41.86537539,-87.66690695,"(41.86537538497691, -87.66690694556179)"
SR22-00577527,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,4/8/22 15:07,4/18/22 8:25,4/18/22 8:25,3718 N ELSTON AVE,,,60618,3718,N,ELSTON,AVE,FALSE,FALSE,,,16,35,,H013,3,17,1733,4,,15,6,4,1153133.648,1924608.938,41.94898545,-87.71251262,"(41.948985453165825, -87.71251262217125)"
SR22-00591415,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,4/11/22 11:32,4/12/22 13:29,4/12/22 13:29,6330 S PULASKI RD,,,60629,6330,S,PULASKI,RD,FALSE,FALSE,,,65,13,,F037,1,8,813,28,,11,2,4,1150724.709,1862183.025,41.77772893,-87.72299887,"(41.77772892873312, -87.7229988726654)"
SR22-00591423,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,4/11/22 11:33,4/12/22 13:29,4/12/22 13:29,6336 S PULASKI RD,,,60629,6336,S,PULASKI,RD,FALSE,FALSE,,,65,13,,F037,1,8,813,28,,11,2,4,1150706.334,1862118.768,41.77755296,-87.72306791,"(41.77755295484601, -87.72306790964619)"
SR22-00598716,Restaurant Complaint,HFB,Health,Health,Open,E-Mail,4/12/22 12:24,4/15/22 9:53,,4853 N BROADWAY,,,60640,4853,N,BROADWAY,,FALSE,FALSE,,,3,46,,N010,3,20,2033,6,,12,3,4,1167670.779,1932595.371,41.97059915,-87.6588456,"(41.97059914773579, -87.65884559605635)"
SR22-00598737,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,4/12/22 12:27,6/10/22 11:10,6/10/22 11:10,77 E ADAMS ST,,,60603,77,E,ADAMS,ST,FALSE,FALSE,,,32,42,,Q023,1,1,113,33,,12,3,4,1177175.392,1899462.536,41.87947086,-87.62490331,"(41.87947086025634, -87.62490331437384)"
SR22-00600060,Restaurant Complaint,HFB,Health,Health,Canceled,E-Mail,4/12/22 15:02,4/12/22 15:17,4/12/22 15:17,8306 S SOUTH CHICAGO AVE,,,60617,8306,S,SOUTH CHICAGO,AVE,FALSE,FALSE,,,45,8,,V042,1,4,412,46,,15,3,4,1191070.962,1850153.445,41.74383777,-87.5754786,"(41.74383776788544, -87.57547859568746)"
SR22-00600359,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,4/12/22 15:41,4/15/22 10:03,4/15/22 10:03,6435 W ARCHER AVE,,,60638,6435,W,ARCHER,AVE,FALSE,FALSE,,,56,23,,Z135,1,8,811,3,,15,3,4,1134252.452,1867320.236,41.79213133,-87.78326722,"(41.79213133148759, -87.78326721871316)"
SR22-00600386,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,4/12/22 15:46,4/21/22 13:26,4/21/22 13:26,1966 N HALSTED ST,,,60614,1966,N,HALSTED,ST,FALSE,FALSE,,,7,43,,N018,1,18,1813,5,,15,3,4,1170571.253,1913422.555,41.91792503,-87.64874347,"(41.91792503420125, -87.64874346469153)"
SR22-00614276,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,4/14/22 15:57,5/11/22 11:25,5/11/22 11:25,3542 N HALSTED ST,,,60657,3542,N,HALSTED,ST,FALSE,FALSE,,,6,44,,N014,2,19,1924,26,,15,5,4,1170203.818,1923916.41,41.94672869,-87.64978604,"(41.94672869279173, -87.64978604298781)"
SR22-00678014,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,4/25/22 9:55,5/13/22 9:55,5/13/22 9:55,2 E ONTARIO ST,,,60611,2,E,ONTARIO,ST,FALSE,FALSE,,,8,42,,Q021,3,18,1834,22,,9,2,4,1176293.076,1904518.759,41.89336535,-87.62799041,"(41.89336535168861, -87.62799040659304)"
SR22-00632079,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,4/18/22 7:58,5/11/22 13:25,5/11/22 13:25,1043 N RUSH ST,,,60611,1043,N,RUSH,ST,FALSE,FALSE,,,8,42,,Q020,2,18,1824,1,,7,2,4,1176256.91,1907694.502,41.90208056,-87.62802734,"(41.902080563433465, -87.62802734327079)"
SR22-00632551,Restaurant Complaint,HFB,Health,Health,Canceled,E-Mail,4/18/22 9:05,4/19/22 8:32,4/19/22 8:32,1043 N RUSH ST,,,60611,1043,N,RUSH,ST,FALSE,FALSE,,,8,42,,Q020,2,18,1824,1,,9,2,4,1176256.91,1907694.502,41.90208056,-87.62802734,"(41.902080563433465, -87.62802734327079)"
SR22-00632779,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,4/18/22 9:35,4/21/22 13:24,4/21/22 13:24,3455 N SOUTHPORT AVE,,,60657,3455,N,SOUTHPORT,AVE,FALSE,FALSE,,,6,44,,M014,2,19,1924,9,,9,2,4,1166434.973,1923279.974,41.94506392,-87.66365741,"(41.945063922617045, -87.66365740829845)"
SR22-00639127,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,4/19/22 8:43,5/17/22 12:19,5/17/22 12:19,7744 S LOOMIS ST,,,60620,7744,S,LOOMIS,ST,FALSE,FALSE,,,71,17,,M040,1,6,612,27,,8,3,4,1168271.641,1853195.539,41.75270634,-87.65892959,"(41.752706335668684, -87.65892959064725)"
SR22-00661443,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,4/22/22 10:26,5/12/22 14:57,5/12/22 14:57,2053 W DIVISION ST,,,60622,2053,W,DIVISION,ST,FALSE,FALSE,,,24,1,,K020,1,12,1212,5,,10,6,4,1162281.064,1907876.631,41.90288417,-87.67935731,"(41.902884171393644, -87.67935730716032)"
SR22-00722161,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,5/2/22 9:58,5/17/22 8:57,5/17/22 8:57,2342 S WENTWORTH AVE,,,60616,2342,S,WENTWORTH,AVE,FALSE,FALSE,,,34,25,,P027,1,9,914,6,,9,2,5,1175259.392,1888616.569,41.84975197,-87.63226371,"(41.84975197316453, -87.63226371349914)"
SR22-00722066,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,5/2/22 9:49,5/18/22 15:06,5/18/22 15:06,2105 S JEFFERSON ST,,,60616,2105,S,JEFFERSON,ST,FALSE,FALSE,,,31,25,,O026,3,12,1235,14,,9,2,5,1172671.328,1890167.012,41.8540641,-87.64171637,"(41.85406409889394, -87.64171636784842)"
SR22-00722908,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,5/2/22 11:05,5/16/22 12:02,5/16/22 12:02,435 E ILLINOIS ST,,,60611,435,E,ILLINOIS,ST,FALSE,FALSE,,,8,42,,R021,3,18,1834,4,,11,2,5,1179497.661,1903622.681,41.89083358,-87.61624877,"(41.89083358241309, -87.61624877265125)"
SR22-00723067,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,5/2/22 11:23,5/16/22 12:25,5/16/22 12:25,5401 S WENTWORTH AVE,,,60609,5401,S,WENTWORTH,AVE,FALSE,FALSE,,,37,3,,P034,2,2,225,16,,11,2,5,1175951.102,1869118.662,41.79623251,-87.6303106,"(41.796232506026804, -87.63031059728002)"
SR22-00724093,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,5/2/22 13:00,5/16/22 12:31,5/16/22 12:31,44 E ONTARIO ST,,,60611,44,E,ONTARIO,ST,FALSE,FALSE,,,8,42,,Q021,3,18,1834,22,,13,2,5,1176723.274,1904510.731,41.89333361,-87.6264107,"(41.89333360848645, -87.62641070418954)"
SR22-00725781,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,5/2/22 15:39,6/8/22 14:13,6/8/22 14:13,4840 N BROADWAY,,,60640,4840,N,BROADWAY,,FALSE,FALSE,,,3,46,,M010,3,20,2033,6,,15,2,5,1167408.229,1932416.802,41.97011482,-87.65981617,"(41.970114816089904, -87.65981616733303)"
SR22-00725853,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,5/2/22 15:46,5/16/22 12:41,5/16/22 12:41,7156 S DORCHESTER AVE,,,60619,7156,S,DORCHESTER,AVE,FALSE,FALSE,,,43,8,,T039,2,3,324,1,,15,2,5,1186719.142,1857613.88,41.76441399,-87.59118801,"(41.76441398496018, -87.59118800561778)"
SR22-00728606,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,5/3/22 7:51,7/26/22 12:31,7/26/22 12:31,1160 W 18TH ST,,,60608,1160,W,18TH,ST,FALSE,FALSE,,,31,25,,N026,3,12,1235,17,,7,3,5,1168827.543,1891677.939,41.8582943,-87.65578072,"(41.858294302185136, -87.65578071769686)"
SR22-00729194,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,5/3/22 9:01,8/19/22 14:55,8/19/22 14:55,2625 W 79TH ST,,,60652,2625,W,79TH,ST,FALSE,FALSE,,,70,18,,J041,3,8,835,12,,9,3,5,1160132.442,1852077.773,41.74981022,-87.68878727,"(41.749810217032916, -87.68878727198309)"
SR22-00729247,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,5/3/22 9:07,5/16/22 12:52,5/16/22 12:52,4550 N CUMBERLAND AVE,,,60656,4550,N,CUMBERLAND,AVE,FALSE,FALSE,,,76,38,,U111,1,16,1614,12,,9,3,5,1119230.454,1929373.729,41.96266688,-87.83703633,"(41.9626668824279, -87.83703633116738)"
SR22-00729481,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,E-Mail,5/3/22 9:29,5/12/22 10:10,5/12/22 10:10,1230 N ARTESIAN AVE,,,60622,1230,N,ARTESIAN,AVE,FALSE,FALSE,,,24,26,,J019,2,14,1423,20,,9,3,5,1159777.392,1908274.787,41.90402875,-87.68854278,"(41.90402875166359, -87.68854277731846)"
SR22-00730876,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,5/3/22 11:28,5/5/22 15:10,5/5/22 15:10,4620 S DAMEN AVE,,,60609,4620,S,DAMEN,AVE,FALSE,FALSE,,,61,12,,K032,2,9,924,21,,11,3,5,1163008.17,1874093.785,41.81016551,-87.67763415,"(41.810165514119, -87.67763414771437)"
SR22-00732971,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,5/3/22 15:13,5/16/22 13:25,5/16/22 13:25,3114 N BROADWAY,,,60657,3114,N,BROADWAY,,FALSE,FALSE,,,6,44,,O015,3,19,1934,21,,15,3,5,1171678.599,1920843.332,41.93826365,-87.644456,"(41.93826364955762, -87.64445600412228)"
SR22-00733072,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,5/3/22 15:20,5/17/22 9:10,5/17/22 9:10,2637 N CALIFORNIA AVE,,,60647,2637,N,CALIFORNIA,AVE,FALSE,FALSE,,,22,32,,J016,1,14,1411,43,,15,3,5,1157289.391,1917436.032,41.92921889,-87.69743234,"(41.929218889209004, -87.69743233735309)"
SR22-00744310,Fly Dumping Complaint,SDR,Health,Streets and Sanitation,Completed,Phone Call,5/5/22 10:38,7/27/22 12:32,7/27/22 12:32,7920 S CLYDE AVE,,,60617,7920,S,CLYDE,AVE,FALSE,FALSE,,,46,8,,V041,1,4,414,36,,10,5,5,1191506.833,1852761.663,41.75098441,-87.5737972,"(41.750984405036824, -87.57379719700155)"
SR22-00739166,Sanitation Code Violation,SCB,Health,Streets and Sanitation,Completed,Phone Call,5/4/22 13:43,5/5/22 7:01,5/5/22 7:01,3752 S PAULINA ST,,,60609,3752,S,PAULINA,ST,FALSE,FALSE,,,59,12,,L030,1,9,912,19,,13,4,5,1165572.768,1879614.021,41.82525957,-87.66807076,"(41.82525957399518, -87.66807075984846)"
SR22-00739214,Building Violation,BBA,Health,DOB - Buildings,Completed,Phone Call,5/4/22 13:47,9/7/22 15:16,9/7/22 15:16,790 N ALBANY AVE,,,60612,790,N,ALBANY,AVE,FALSE,FALSE,,,23,27,,I021,2,12,1221,31,,13,4,5,1155435.92,1905070.861,41.89532532,-87.7045764,"(41.895325324295506, -87.70457640282156)"
SR22-00749718,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,5/6/22 8:21,6/8/22 14:02,6/8/22 14:02,70 E GARFIELD BLVD,,,60615,70,E,GARFIELD,BLVD,FALSE,FALSE,,,40,3,,Q034,2,2,225,16,,8,6,5,1177959.116,1868691.945,41.79501625,-87.62296005,"(41.79501625395733, -87.62296004688537)"
SR22-00749747,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,5/6/22 8:25,6/8/22 14:01,6/8/22 14:01,911 W RANDOLPH ST,,,60607,911,W,RANDOLPH,ST,FALSE,FALSE,,,28,27,,N022,2,12,1224,16,,8,6,5,1170223.031,1901082.447,41.88407065,-87.65038377,"(41.88407064677151, -87.65038377188486)"
SR22-00750424,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,5/6/22 9:58,5/17/22 15:16,5/17/22 15:16,2168 S ARCHER AVE,,,60616,2168,S,ARCHER,AVE,FALSE,FALSE,,,34,25,,P026,1,9,914,14,,9,6,5,1174549.731,1889928.674,41.85336836,-87.63482908,"(41.85336835856933, -87.63482907641159)"
SR22-00750439,Restaurant Complaint,HFB,Health,Health,Canceled,E-Mail,5/6/22 10:00,5/6/22 12:22,5/6/22 12:22,2143 S ARCHER AVE,,,60616,2143,S,ARCHER,AVE,FALSE,FALSE,,,34,25,,P026,1,9,914,14,,10,6,5,1174953.394,1889951.924,41.85342314,-87.63334681,"(41.85342313812068, -87.63334680912843)"
SR22-00750979,Building Violation,BBA,Health,DOB - Buildings,Completed,Phone Call,5/6/22 10:59,5/10/22 15:45,5/10/22 15:45,354 N UNION AVE,,,60661,354,N,UNION,AVE,FALSE,FALSE,,,28,42,,O022,1,12,1214,36,,10,6,5,1171453.004,1902729.124,41.88856229,-87.64581876,"(41.88856228774337, -87.64581876441933)"
SR22-00753098,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,5/6/22 15:14,6/8/22 14:03,6/8/22 14:03,3548 N CICERO AVE,,,60641,3548,N,CICERO,AVE,FALSE,FALSE,,,15,31,,D014,3,16,1634,12,,15,6,5,1143647.944,1923387.338,41.94581652,-87.74741154,"(41.94581651863929, -87.74741153496224)"
SR22-00765058,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,5/9/22 9:27,6/8/22 14:14,6/8/22 14:14,2311 W LAWRENCE AVE,,,60625,2311,W,LAWRENCE,AVE,FALSE,FALSE,,,4,47,,K011,1,19,1911,20,,9,2,5,1160006.187,1931699.41,41.96830271,-87.6870537,"(41.968302708837996, -87.68705370095023)"
SR22-00766010,Fly Dumping Complaint,SDR,Health,Streets and Sanitation,Completed,Phone Call,5/9/22 10:54,7/8/22 9:54,7/8/22 9:54,11829 S ASHLAND AVE,,,60643,11829,S,ASHLAND,AVE,FALSE,FALSE,,,53,34,,M050,2,5,524,7,,10,2,5,1167895.892,1826134.038,41.67845344,-87.66108087,"(41.67845343921461, -87.6610808655978)"
SR22-00766049,Fly Dumping Complaint,SDR,Health,Streets and Sanitation,Completed,Phone Call,5/9/22 10:57,5/9/22 12:09,5/9/22 12:09,3124 W 25TH ST,,,60623,3124,W,25TH,ST,FALSE,FALSE,,,30,12,,I027,3,10,1033,14,,10,2,5,1155803.358,1887304.078,41.84656402,-87.70370552,"(41.8465640178129, -87.70370552234188)"
SR22-00766392,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,5/9/22 11:27,7/1/22 8:33,7/1/22 8:33,3803 W ROOSEVELT RD,,,60623,3803,W,ROOSEVELT,RD,FALSE,FALSE,,,29,24,,G025,1,10,1011,28,,11,2,5,1151150.456,1894257.355,41.86573699,-87.72059951,"(41.86573698927948, -87.72059950988621)"
SR22-00774358,Building Violation,BBA,Health,DOB - Buildings,Completed,E-Mail,5/10/22 10:54,6/9/22 15:52,5/13/22 10:15,1330 W 76TH ST,Chicago,IL,60620,1330,W,76TH,ST,FALSE,FALSE,,,71,17,,M040,1,6,612,29,,10,3,5,1168723.604,1854413.571,41.75603905,-87.65723825,"(41.75603904561528, -87.65723825332736)"
SR22-00776259,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,5/10/22 14:09,9/1/22 8:18,9/1/22 8:18,2413 S OAKLEY AVE,,,60608,2413,S,OAKLEY,AVE,FALSE,FALSE,,,31,25,,K027,3,10,1034,26,,14,3,5,1161426.292,1887885.115,41.84804347,-87.68305339,"(41.84804346535689, -87.68305339171654)"
SR22-00776761,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,5/10/22 14:59,5/19/22 15:04,5/19/22 15:04,600 E 115TH ST,,,60628,600,E,115TH,ST,FALSE,FALSE,,,50,9,,R049,3,5,531,37,,14,3,5,1182460.827,1828890.474,41.68569328,-87.60768311,"(41.68569327762328, -87.60768311121213)"
SR22-00782111,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,5/11/22 10:37,5/17/22 14:53,5/17/22 14:53,1932 N MILWAUKEE AVE,,,60647,1932,N,MILWAUKEE,AVE,FALSE,FALSE,,,22,32,,K018,3,14,1434,6,,10,4,5,1160143.288,1912849.102,41.91657347,-87.68707215,"(41.916573468367815, -87.68707214647816)"
